-1.000000, -1.000000,
-0.980000, -0.720446,
-0.960000, -0.479620,
-0.940000, -0.274384,
-0.920000, -0.101747,
-0.900000, 0.041141,
-0.880000, 0.156991,
-0.860000, 0.248377,
-0.840000, 0.317741,
-0.820000, 0.367394,
-0.800000, 0.399520,
-0.780000, 0.416180,
-0.760000, 0.419314,
-0.740000, 0.410742,
-0.720000, 0.392172,
-0.700000, 0.365199,
-0.680000, 0.331307,
-0.660000, 0.291878,
-0.640000, 0.248188,
-0.620000, 0.201415,
-0.600000, 0.152640,
-0.580000, 0.102849,
-0.560000, 0.052939,
-0.540000, 0.003718,
-0.520000, -0.044091,
-0.500000, -0.089844,
-0.480000, -0.132978,
-0.460000, -0.173006,
-0.440000, -0.209512,
-0.420000, -0.242149,
-0.400000, -0.270640,
-0.380000, -0.294768,
-0.360000, -0.314377,
-0.340000, -0.329370,
-0.320000, -0.339704,
-0.300000, -0.345386,
-0.280000, -0.346473,
-0.260000, -0.343067,
-0.240000, -0.335311,
-0.220000, -0.323388,
-0.200000, -0.307520,
-0.180000, -0.287958,
-0.160000, -0.264986,
-0.140000, -0.238914,
-0.120000, -0.210076,
-0.100000, -0.178829,
-0.080000, -0.145546,
-0.060000, -0.110616,
-0.040000, -0.074441,
-0.020000, -0.037430,
0.000000, 0.000000,
0.020000, 0.037430,
0.040000, 0.074441,
0.060000, 0.110616,
0.080000, 0.145546,
0.100000, 0.178829,
0.120000, 0.210076,
0.140000, 0.238914,
0.160000, 0.264986,
0.180000, 0.287958,
0.200000, 0.307520,
0.220000, 0.323388,
0.240000, 0.335311,
0.260000, 0.343067,
0.280000, 0.346473,
0.300000, 0.345386,
0.320000, 0.339704,
0.340000, 0.329370,
0.360000, 0.314377,
0.380000, 0.294768,
0.400000, 0.270640,
0.420000, 0.242149,
0.440000, 0.209512,
0.460000, 0.173006,
0.480000, 0.132978,
0.500000, 0.089844,
0.520000, 0.044091,
0.540000, -0.003718,
0.560000, -0.052939,
0.580000, -0.102849,
0.600000, -0.152640,
0.620000, -0.201415,
0.640000, -0.248188,
0.660000, -0.291878,
0.680000, -0.331307,
0.700000, -0.365199,
0.720000, -0.392172,
0.740000, -0.410742,
0.760000, -0.419314,
0.780000, -0.416180,
0.800000, -0.399520,
0.820000, -0.367394,
0.840000, -0.317741,
0.860000, -0.248377,
0.880000, -0.156991,
0.900000, -0.041141,
0.920000, 0.101747,
0.940000, 0.274384,
0.960000, 0.479620,
0.980000, 0.720446,
1.000000, 1.000000,

