-1.000000, -1.000000,
-0.980000, -0.882980,
-0.960000, -0.771840,
-0.940000, -0.666460,
-0.920000, -0.566720,
-0.900000, -0.472500,
-0.880000, -0.383680,
-0.860000, -0.300140,
-0.840000, -0.221760,
-0.820000, -0.148420,
-0.800000, -0.080000,
-0.780000, -0.016380,
-0.760000, 0.042560,
-0.740000, 0.096940,
-0.720000, 0.146880,
-0.700000, 0.192500,
-0.680000, 0.233920,
-0.660000, 0.271260,
-0.640000, 0.304640,
-0.620000, 0.334180,
-0.600000, 0.360000,
-0.580000, 0.382220,
-0.560000, 0.400960,
-0.540000, 0.416340,
-0.520000, 0.428480,
-0.500000, 0.437500,
-0.480000, 0.443520,
-0.460000, 0.446660,
-0.440000, 0.447040,
-0.420000, 0.444780,
-0.400000, 0.440000,
-0.380000, 0.432820,
-0.360000, 0.423360,
-0.340000, 0.411740,
-0.320000, 0.398080,
-0.300000, 0.382500,
-0.280000, 0.365120,
-0.260000, 0.346060,
-0.240000, 0.325440,
-0.220000, 0.303380,
-0.200000, 0.280000,
-0.180000, 0.255420,
-0.160000, 0.229760,
-0.140000, 0.203140,
-0.120000, 0.175680,
-0.100000, 0.147500,
-0.080000, 0.118720,
-0.060000, 0.089460,
-0.040000, 0.059840,
-0.020000, 0.029980,
0.000000, -0.000000,
0.020000, -0.029980,
0.040000, -0.059840,
0.060000, -0.089460,
0.080000, -0.118720,
0.100000, -0.147500,
0.120000, -0.175680,
0.140000, -0.203140,
0.160000, -0.229760,
0.180000, -0.255420,
0.200000, -0.280000,
0.220000, -0.303380,
0.240000, -0.325440,
0.260000, -0.346060,
0.280000, -0.365120,
0.300000, -0.382500,
0.320000, -0.398080,
0.340000, -0.411740,
0.360000, -0.423360,
0.380000, -0.432820,
0.400000, -0.440000,
0.420000, -0.444780,
0.440000, -0.447040,
0.460000, -0.446660,
0.480000, -0.443520,
0.500000, -0.437500,
0.520000, -0.428480,
0.540000, -0.416340,
0.560000, -0.400960,
0.580000, -0.382220,
0.600000, -0.360000,
0.620000, -0.334180,
0.640000, -0.304640,
0.660000, -0.271260,
0.680000, -0.233920,
0.700000, -0.192500,
0.720000, -0.146880,
0.740000, -0.096940,
0.760000, -0.042560,
0.780000, 0.016380,
0.800000, 0.080000,
0.820000, 0.148420,
0.840000, 0.221760,
0.860000, 0.300140,
0.880000, 0.383680,
0.900000, 0.472500,
0.920000, 0.566720,
0.940000, 0.666460,
0.960000, 0.771840,
0.980000, 0.882980,
1.000000, 1.000000,

