  -1.000000    1.000000
  -0.980000    0.808861
  -0.960000    0.634891
  -0.940000    0.477277
  -0.920000    0.335219
  -0.900000    0.207937
  -0.880000    0.094667
  -0.860000   -0.005339
  -0.840000   -0.092813
  -0.820000   -0.168467
  -0.800000   -0.233000
  -0.780000   -0.287091
  -0.760000   -0.331405
  -0.740000   -0.366587
  -0.720000   -0.393269
  -0.700000   -0.412063
  -0.680000   -0.423565
  -0.660000   -0.428355
  -0.640000   -0.426997
  -0.620000   -0.420035
  -0.600000   -0.408000
  -0.580000   -0.391403
  -0.560000   -0.370741
  -0.540000   -0.346491
  -0.520000   -0.319117
  -0.500000   -0.289062
  -0.480000   -0.256757
  -0.460000   -0.222611
  -0.440000   -0.187021
  -0.420000   -0.150363
  -0.400000   -0.113000
  -0.380000   -0.075275
  -0.360000   -0.037517
  -0.340000   -0.000035
  -0.320000    0.036875
  -0.300000    0.072938
  -0.280000    0.107891
  -0.260000    0.141493
  -0.240000    0.173515
  -0.220000    0.203749
  -0.200000    0.232000
  -0.180000    0.258093
  -0.160000    0.281867
  -0.140000    0.303181
  -0.120000    0.321907
  -0.100000    0.337938
  -0.080000    0.351179
  -0.060000    0.361557
  -0.040000    0.369011
  -0.020000    0.373501
   0.000000    0.375000
   0.020000    0.373501
   0.040000    0.369011
   0.060000    0.361557
   0.080000    0.351179
   0.100000    0.337937
   0.120000    0.321907
   0.140000    0.303181
   0.160000    0.281867
   0.180000    0.258093
   0.200000    0.232000
   0.220000    0.203749
   0.240000    0.173515
   0.260000    0.141493
   0.280000    0.107891
   0.300000    0.072937
   0.320000    0.036875
   0.340000   -0.000035
   0.360000   -0.037517
   0.380000   -0.075275
   0.400000   -0.113000
   0.420000   -0.150363
   0.440000   -0.187021
   0.460000   -0.222611
   0.480000   -0.256757
   0.500000   -0.289063
   0.520000   -0.319117
   0.540000   -0.346491
   0.560000   -0.370741
   0.580000   -0.391403
   0.600000   -0.408000
   0.620000   -0.420035
   0.640000   -0.426997
   0.660000   -0.428355
   0.680000   -0.423565
   0.700000   -0.412062
   0.720000   -0.393269
   0.740000   -0.366587
   0.760000   -0.331405
   0.780000   -0.287091
   0.800000   -0.233000
   0.820000   -0.168467
   0.840000   -0.092813
   0.860000   -0.005339
   0.880000    0.094667
   0.900000    0.207938
   0.920000    0.335219
   0.940000    0.477277
   0.960000    0.634891
   0.980000    0.808861
   1.000000    1.000000

