-1.000000, 1.000000,
-0.980000, 0.940600,
-0.960000, 0.882400,
-0.940000, 0.825400,
-0.920000, 0.769600,
-0.900000, 0.715000,
-0.880000, 0.661600,
-0.860000, 0.609400,
-0.840000, 0.558400,
-0.820000, 0.508600,
-0.800000, 0.460000,
-0.780000, 0.412600,
-0.760000, 0.366400,
-0.740000, 0.321400,
-0.720000, 0.277600,
-0.700000, 0.235000,
-0.680000, 0.193600,
-0.660000, 0.153400,
-0.640000, 0.114400,
-0.620000, 0.076600,
-0.600000, 0.040000,
-0.580000, 0.004600,
-0.560000, -0.029600,
-0.540000, -0.062600,
-0.520000, -0.094400,
-0.500000, -0.125000,
-0.480000, -0.154400,
-0.460000, -0.182600,
-0.440000, -0.209600,
-0.420000, -0.235400,
-0.400000, -0.260000,
-0.380000, -0.283400,
-0.360000, -0.305600,
-0.340000, -0.326600,
-0.320000, -0.346400,
-0.300000, -0.365000,
-0.280000, -0.382400,
-0.260000, -0.398600,
-0.240000, -0.413600,
-0.220000, -0.427400,
-0.200000, -0.440000,
-0.180000, -0.451400,
-0.160000, -0.461600,
-0.140000, -0.470600,
-0.120000, -0.478400,
-0.100000, -0.485000,
-0.080000, -0.490400,
-0.060000, -0.494600,
-0.040000, -0.497600,
-0.020000, -0.499400,
0.000000, -0.500000,
0.020000, -0.499400,
0.040000, -0.497600,
0.060000, -0.494600,
0.080000, -0.490400,
0.100000, -0.485000,
0.120000, -0.478400,
0.140000, -0.470600,
0.160000, -0.461600,
0.180000, -0.451400,
0.200000, -0.440000,
0.220000, -0.427400,
0.240000, -0.413600,
0.260000, -0.398600,
0.280000, -0.382400,
0.300000, -0.365000,
0.320000, -0.346400,
0.340000, -0.326600,
0.360000, -0.305600,
0.380000, -0.283400,
0.400000, -0.260000,
0.420000, -0.235400,
0.440000, -0.209600,
0.460000, -0.182600,
0.480000, -0.154400,
0.500000, -0.125000,
0.520000, -0.094400,
0.540000, -0.062600,
0.560000, -0.029600,
0.580000, 0.004600,
0.600000, 0.040000,
0.620000, 0.076600,
0.640000, 0.114400,
0.660000, 0.153400,
0.680000, 0.193600,
0.700000, 0.235000,
0.720000, 0.277600,
0.740000, 0.321400,
0.760000, 0.366400,
0.780000, 0.412600,
0.800000, 0.460000,
0.820000, 0.508600,
0.840000, 0.558400,
0.860000, 0.609400,
0.880000, 0.661600,
0.900000, 0.715000,
0.920000, 0.769600,
0.940000, 0.825400,
0.960000, 0.882400,
0.980000, 0.940600,
1.000000, 1.000000,

